sheet_name,voce_code,component_order,component_type,description,unit_measure,quantity,unit_price,total_price
Recupero edilizia moderna,RecMod_vc_27.a.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,7,materiale,040090 - Kimicover FIX,Kg o m / mq,0.300000,17.920000,5.376000
Recupero edilizia moderna,RecMod_vc_27.a.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,8,materiale,020035 - Kimtiech EP-IN,Kg o m / mq,1.500000,33.980000,50.970000
Recupero edilizia moderna,RecMod_vc_27.a.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,9,materiale,040160 - Kimtiech HLA parte A neutro,Kg o m / mq,2.800000,25.950000,72.660000
Recupero edilizia moderna,RecMod_vc_27.a.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,10,materiale,050265 - Kimtiech HLA parte B,Kg o m / mq,0.700000,48.980000,34.286000
Recupero edilizia moderna,RecMod_vc_27.a.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,11,materiale,050112 - Kimiflor ECO FINITURA PLUS,Kg o m / mq,0.320000,45.740000,14.636800
Recupero edilizia moderna,RecMod_vc_27.a.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,12,noli e trasporti,Nolo attrezzature,Kg o h / mq,0.012000,8.000000,0.096000
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,1,lavorazione,1 - Applicazione primer,,,,
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,2,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,3,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,4,lavorazione,2- preparazione e applicazione sistema epossidico,,,,
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,5,manodopera,Op. Qualificato,h / mq,0.250000,27.080000,6.770000
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,6,manodopera,Op. Specializzato,h / mq,0.250000,29.220000,7.305000
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,7,materiale,040090 - Kimicover FIX,Kg o m / mq,0.300000,17.920000,5.376000
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,8,materiale,020035 - Kimtiech EP-IN,Kg o m / mq,1.500000,33.980000,50.970000
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,9,materiale,050112 - Kimiflor ECO FINITURA PLUS,Kg o m / mq,0.320000,45.740000,14.636800
Recupero edilizia moderna,RecMod_vc_27.a.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,10,noli e trasporti,Nolo attrezzature,Kg o h / mq,0.012000,8.000000,0.096000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,1,lavorazione,1 - Applicazione primer,,,,
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,2,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,3,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,4,lavorazione,2- preparazione e applicazione sistema epossidico,,,,
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,5,manodopera,Op. Qualificato,h / mq,0.250000,27.080000,6.770000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,6,manodopera,Op. Specializzato,h / mq,0.250000,29.220000,7.305000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,7,materiale,190014 - Kimitech 350 (in caso di carichi medi),Kg o m / mq,1.000000,1.890000,1.890000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,8,materiale,020035 - Kimtiech EP-IN,Kg o m / mq,1.500000,33.980000,50.970000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,9,materiale,040160 - Kimtiech HLA parte A neutro,Kg o m / mq,2.800000,25.950000,72.660000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,10,materiale,050265 - Kimtiech HLA parte B,Kg o m / mq,0.700000,48.980000,34.286000
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,11,materiale,050112 - Kimiflor ECO FINITURA PLUS,Kg o m / mq,0.320000,45.740000,14.636800
Recupero edilizia moderna,RecMod_vc_27.b.1 - Pavimentazioni industriali con resina a spessore per carichi pesanti,12,noli e trasporti,Nolo attrezzature,Kg o h / mq,0.012000,8.000000,0.096000
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,1,lavorazione,1 - Applicazione primer,,,,
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,2,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,3,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,4,lavorazione,2- preparazione e applicazione sistema epossidico,,,,
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,5,manodopera,Op. Qualificato,h / mq,0.250000,27.080000,6.770000
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,6,manodopera,Op. Specializzato,h / mq,0.250000,29.220000,7.305000
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,7,materiale,190014 - Kimitech 350 (in caso di carichi medi),Kg o m / mq,1.000000,1.890000,1.890000
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,8,materiale,020035/A - Kimtiech EP-IN,Kg o m / mq,1.500000,33.980000,50.970000
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,9,materiale,050112 - Kimiflor ECO FINITURA PLUS,Kg o m / mq,0.320000,45.740000,14.636800
Recupero edilizia moderna,RecMod_vc_27.b.2 - Pavimentazioni industriali con resina a spessore per carichi pesanti,10,noli e trasporti,Nolo attrezzature,Kg o h / mq,0.012000,8.000000,0.096000
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,1,lavorazione,1 - Applicazione primer,,,,
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,2,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,3,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,4,lavorazione,2- preparazione e applicazione sistema epossidico,,,,
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,5,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,6,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,7,lavorazione,3- applicazione sistema epossidico (seconda mano),,,,
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,8,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,9,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,10,materiale,040090 - Kimicover FIX,Kg o m / mq,0.300000,17.920000,5.376000
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,11,materiale,050112 - Kimiflor ECO FINITURA PLUS,Kg o m / mq,0.320000,45.740000,14.636800
Recupero edilizia moderna,RecMod_vc_26.a.1 - Realizzazione di pavimentazioni a spessore multistrato,12,noli e trasporti,Nolo attrezzature,Kg o h / mq,0.012000,8.000000,0.096000
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,1,lavorazione,1 - Applicazione primer,,,,
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,2,manodopera,Op. Qualificato,h / mq,0.100000,27.080000,2.708000
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,3,manodopera,Op. Specializzato,h / mq,0.100000,29.220000,2.922000
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,4,lavorazione,2- preparazione e applicazione sistema epossidico,,,,
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,5,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,6,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,7,lavorazione,3- applicazione sistema epossidico (seconda mano),,,,
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,8,manodopera,Op. Qualificato,h / mq,0.200000,27.080000,5.416000
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,9,manodopera,Op. Specializzato,h / mq,0.200000,29.220000,5.844000
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,10,materiale,190014 - Kimitech 350 (in caso di carichi medi),Kg o m / mq,1.000000,1.890000,1.890000
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,11,materiale,050112 - Kimiflor ECO FINITURA PLUS,Kg o m / mq,0.320000,45.740000,14.636800
Recupero edilizia moderna,RecMod_vc_26.a.2 - Realizzazione di pavimentazioni a spessore multistrato,12,noli e trasporti,Nolo attrezzature,Kg o h / mq,0.012000,8.000000,0.096000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,1,lavorazione,1 - Preparazione del substrato e irruvidimento del calcestruzzo,,,,
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,2,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,3,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,4,lavorazione,2 - trattamento dei ferri,,,,
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,5,manodopera,Op. Qualificato (MO1003),h / mq,0.150000,27.080000,4.062000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,6,manodopera,Op. Specializzato (MO1002),h / mq,0.150000,29.220000,4.383000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,7,lavorazione,2 - Installazione e fissaggio dell'armatura integrative e sistemi di connessione puntuali,,,,
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,8,manodopera,Op. Qualificato (MO1003),h / mq,0.250000,27.080000,6.770000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,9,manodopera,Op. Specializzato (MO1002),h / mq,0.250000,29.220000,7.305000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,10,lavorazione,3 - Getto del betoncino cementizio ad elevate prestazioni,,,,
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,11,manodopera,Op. Qualificato (MO1003),h / mq,0.200000,27.080000,5.416000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,12,manodopera,Op. Specializzato (MO1002),h / mq,0.200000,29.220000,5.844000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,13,materiale,060031 - Betonfix Kimifer,Kg / mq,0.500000,6.100000,3.050000
Recupero edilizia moderna,RecMod_vc_4 - Ripristino e rinforzo di pilastri mediante getto colabile di betoncino cementizio fibrato metallico ad elevate prestazioni,14,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.900000,8.000000,7.200000
Recupero edilizia moderna,RecMod_vc_3 - Ripristino e rinforzo di strutture in cemento armato con getti collaboranti,1,lavorazione,1 - Preparazione della superficie e pulizia delle armature eventualmente scoperte,,,,
Recupero edilizia moderna,RecMod_vc_3 - Ripristino e rinforzo di strutture in cemento armato con getti collaboranti,2,manodopera,Op. Qualificato (MO1003),h /mc,0.080000,27.080000,2.166400
Recupero edilizia moderna,RecMod_vc_3 - Ripristino e rinforzo di strutture in cemento armato con getti collaboranti,3,manodopera,Op. Specializzato (MO1002),h /mc,0.080000,29.220000,2.337600
Recupero edilizia moderna,RecMod_vc_3 - Ripristino e rinforzo di strutture in cemento armato con getti collaboranti,4,lavorazione,2 - Getto del betoncino cementizio,,,,
Recupero edilizia moderna,RecMod_vc_3 - Ripristino e rinforzo di strutture in cemento armato con getti collaboranti,5,manodopera,Op. Qualificato (MO1003),h /mc,0.080000,27.080000,2.166400
Recupero edilizia moderna,RecMod_vc_3 - Ripristino e rinforzo di strutture in cemento armato con getti collaboranti,6,manodopera,Op. Specializzato (MO1002),h /mc,0.080000,29.220000,2.337600
Recupero edilizia moderna,RecMod_vc_3 - Ripristino e rinforzo di strutture in cemento armato con getti collaboranti,7,noli e trasporti,Nolo attrezzature elettriche,h /mc,0.050000,8.000000,0.400000
Recupero edilizia moderna,RecMod_vc_3.a - Applicazione verniciatura anticarbonatazione,1,lavorazione,1 - Applicazione verniciatura anticarbonatazione,,,,
Recupero edilizia moderna,RecMod_vc_3.a - Applicazione verniciatura anticarbonatazione,2,manodopera,Op. Qualificato (MO1003),h / mq,0.040000,27.080000,1.083200
Recupero edilizia moderna,RecMod_vc_3.a - Applicazione verniciatura anticarbonatazione,3,manodopera,Op. Specializzato (MO1002),h / mq,0.040000,29.220000,1.168800
Recupero edilizia moderna,RecMod_vc_3.a - Applicazione verniciatura anticarbonatazione,4,materiale,BLI252 - Kimicover BLINDO colore RAL fascia 2,Kg /mq,0.500000,13.600000,6.800000
Recupero edilizia moderna,RecMod_vc_3.a - Applicazione verniciatura anticarbonatazione,5,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.010000,8.000000,0.080000
Recupero edilizia moderna,RecMod_vc_7 - Ripristino e consolidamento antisismico di solai mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,1,lavorazione,1- getto e staggiatura del microcalcestruzzo,,,,
Recupero edilizia moderna,RecMod_vc_7 - Ripristino e consolidamento antisismico di solai mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,2,manodopera,Op. Qualificato (MO1003),h / mq,0.130000,27.080000,3.520400
Recupero edilizia moderna,RecMod_vc_7 - Ripristino e consolidamento antisismico di solai mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,3,manodopera,Op. Specializzato (MO1002),h / mq,0.130000,29.220000,3.798600
Recupero edilizia moderna,RecMod_vc_7 - Ripristino e consolidamento antisismico di solai mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,4,lavorazione,2 - applicazione antievaporante,,,,
Recupero edilizia moderna,RecMod_vc_7 - Ripristino e consolidamento antisismico di solai mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,5,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_7 - Ripristino e consolidamento antisismico di solai mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,6,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_7 - Ripristino e consolidamento antisismico di solai mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,7,materiale,030090 - Antievaporante W,Kg / mq *,0.200000,4.600000,0.920000
Recupero edilizia moderna,RecMod_vc_7 - Ripristino e consolidamento antisismico di solai mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,8,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.450000,8.000000,3.600000
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,1,lavorazione,1 - Preparazione del substrato e irruvidimento del calcestruzzo,,,,
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,2,manodopera,Op. Qualificato (MO1003),h / mq,0.020000,27.080000,0.541600
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,3,manodopera,Op. Specializzato (MO1002),h / mq,0.020000,29.220000,0.584400
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,4,lavorazione,2 - aspirazione delle polveri e idrolavaggio del supporto,,,,
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,5,manodopera,Op. Qualificato (MO1003),h / mq,0.020000,27.080000,0.541600
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,6,manodopera,Op. Specializzato (MO1002),h / mq,0.020000,29.220000,0.584400
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,7,lavorazione,3- getto e staggiatura del microcalcestruzzo,,,,
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,8,manodopera,Op. Qualificato (MO1003),h / mq,0.180000,27.080000,4.874400
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,9,manodopera,Op. Specializzato (MO1002),h / mq,0.180000,29.220000,5.259600
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,10,lavorazione,4 - applicazione antievaporante,,,,
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,11,manodopera,Op. Qualificato (MO1003),h / mq,0.050000,27.080000,1.354000
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,12,manodopera,Op. Specializzato (MO1002),h / mq,0.050000,29.220000,1.461000
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,13,materiale,030090 - Antievaporante W,Kg / mq *,0.200000,4.600000,0.920000
Recupero edilizia moderna,RecMod_vc_8 - Ripristino e consolidamento di solai inclinati mediante applicazione di betoncino cementizio colabile ad elevate prestazioni e duttilità,14,noli e trasporti,Nolo attrezzature elettriche,h / mq,0.400000,8.000000,3.200000
Recupero edilizia moderna,RecMod_vc_37 - Rinforzo estradossale di solai con getti collaboranti,1,lavorazione,1 - Preparazione della superficie e pulizia delle armature eventualmente scoperte,,,,
Recupero edilizia moderna,RecMod_vc_37 - Rinforzo estradossale di solai con getti collaboranti,2,manodopera,Op. Qualificato (MO1003),h /mq,0.010000,27.080000,0.270800
Recupero edilizia moderna,RecMod_vc_37 - Rinforzo estradossale di solai con getti collaboranti,3,manodopera,Op. Specializzato (MO1002),h /mq,0.010000,29.220000,0.292200
Recupero edilizia moderna,RecMod_vc_37 - Rinforzo estradossale di solai con getti collaboranti,4,lavorazione,2 - Getto del betoncino cementizio,,,,
Recupero edilizia moderna,RecMod_vc_37 - Rinforzo estradossale di solai con getti collaboranti,5,manodopera,Op. Qualificato (MO1003),h /mq,0.010000,27.080000,0.270800
Recupero edilizia moderna,RecMod_vc_37 - Rinforzo estradossale di solai con getti collaboranti,6,manodopera,Op. Specializzato (MO1002),h /mq,0.010000,29.220000,0.292200
Recupero edilizia moderna,RecMod_vc_37 - Rinforzo estradossale di solai con getti collaboranti,7,noli e trasporti,Nolo attrezzature elettriche,h /mq,0.005000,8.000000,0.040000
Recupero edilizia moderna,RecMod_vc_13.a - Ancoraggio in roccia e terreno mediante trivellazione ed inserimento tiranti,1,lavorazione,1 - Preparazione e miscelazione dei componenti,,,,
Recupero edilizia moderna,RecMod_vc_13.a - Ancoraggio in roccia e terreno mediante trivellazione ed inserimento tiranti,2,manodopera,Op. Qualificato (MO1003),h / dmc,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_13.a - Ancoraggio in roccia e terreno mediante trivellazione ed inserimento tiranti,3,manodopera,Op. Specializzato (MO1002),h / dmc,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_13.a - Ancoraggio in roccia e terreno mediante trivellazione ed inserimento tiranti,4,lavorazione,2 – Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_13.a - Ancoraggio in roccia e terreno mediante trivellazione ed inserimento tiranti,5,manodopera,Op. Qualificato (MO1003),h / dmc,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_13.a - Ancoraggio in roccia e terreno mediante trivellazione ed inserimento tiranti,6,manodopera,Op. Specializzato (MO1002),h / dmc,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_13.a - Ancoraggio in roccia e terreno mediante trivellazione ed inserimento tiranti,7,materiale,010090 - Betonfix PL,Kg /dmc,1.500000,1.100000,1.650000
Recupero edilizia moderna,RecMod_vc_13.a - Ancoraggio in roccia e terreno mediante trivellazione ed inserimento tiranti,8,noli e trasporti,Nolo attrezzature elettriche,h /dmc,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_13.b - Iniezioni a bassa pressione per realizzare micropali e tiranti anche in terreni chimicamente aggressivi,1,lavorazione,1 - Preparazione e miscelazione dei componenti,,,,
Recupero edilizia moderna,RecMod_vc_13.b - Iniezioni a bassa pressione per realizzare micropali e tiranti anche in terreni chimicamente aggressivi,2,manodopera,Op. Qualificato (MO1003),h / dmc,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_13.b - Iniezioni a bassa pressione per realizzare micropali e tiranti anche in terreni chimicamente aggressivi,3,manodopera,Op. Specializzato (MO1002),h / dmc,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_13.b - Iniezioni a bassa pressione per realizzare micropali e tiranti anche in terreni chimicamente aggressivi,4,lavorazione,2 – Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_13.b - Iniezioni a bassa pressione per realizzare micropali e tiranti anche in terreni chimicamente aggressivi,5,manodopera,Op. Qualificato (MO1003),h / dmc,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_13.b - Iniezioni a bassa pressione per realizzare micropali e tiranti anche in terreni chimicamente aggressivi,6,manodopera,Op. Specializzato (MO1002),h / dmc,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_13.b - Iniezioni a bassa pressione per realizzare micropali e tiranti anche in terreni chimicamente aggressivi,7,materiale,010090 - Betonfix PL,Kg /dmc,1.500000,1.100000,1.650000
Recupero edilizia moderna,RecMod_vc_13.b - Iniezioni a bassa pressione per realizzare micropali e tiranti anche in terreni chimicamente aggressivi,8,noli e trasporti,Nolo attrezzature elettriche,h /dmc,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_13.c - Iniezioni per il consolidamento delle fondazioni,1,lavorazione,1 - Preparazione e miscelazione dei componenti,,,,
Recupero edilizia moderna,RecMod_vc_13.c - Iniezioni per il consolidamento delle fondazioni,2,manodopera,Op. Qualificato (MO1003),h / dmc,0.800000,27.080000,21.664000
Recupero edilizia moderna,RecMod_vc_13.c - Iniezioni per il consolidamento delle fondazioni,3,manodopera,Op. Specializzato (MO1002),h / dmc,0.800000,29.220000,23.376000
Recupero edilizia moderna,RecMod_vc_13.c - Iniezioni per il consolidamento delle fondazioni,4,lavorazione,2 – Inghisaggio,,,,
Recupero edilizia moderna,RecMod_vc_13.c - Iniezioni per il consolidamento delle fondazioni,5,manodopera,Op. Qualificato (MO1003),h / dmc,0.300000,27.080000,8.124000
Recupero edilizia moderna,RecMod_vc_13.c - Iniezioni per il consolidamento delle fondazioni,6,manodopera,Op. Specializzato (MO1002),h / dmc,0.300000,29.220000,8.766000
Recupero edilizia moderna,RecMod_vc_13.c - Iniezioni per il consolidamento delle fondazioni,7,materiale,010090 - Betonfix PL,Kg /dmc,1.500000,1.100000,1.650000
Recupero edilizia moderna,RecMod_vc_13.c - Iniezioni per il consolidamento delle fondazioni,8,noli e trasporti,Nolo attrezzature elettriche,h /dmc,0.000000,8.000000,0.000000
Recupero edilizia moderna,RecMod_vc_1.a - Ripristino corticale e protezione di strutture in c.a. degradato con armatura metallica a vista,1,lavorazione,1 - Applicazione malta passivante sui ferri,,,,
